hour,day_name,category,followers_count,duration_seconds,hashtag_count,caption_length,has_trending_audio,female_presence_score,face_count,brightness_score,colorfulness_score,engagement_rate,engagement_score,source,is_weekend,is_peak_hour,is_morning,is_high_eng_category,is_short_reel,followers_log,hashtag_optimal,engagement_potential,day_num,category_enc
12,Friday,Lifestyle,50000,15,23,95,0,0.02,3,0.42,0.23,0.0736,3998,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.461919313684114,4,3
21,Saturday,Entertainment,15000,30,23,166,1,0.94,5,0.78,0.46,0.1653,2434,tiktok_synthetic,1,1,0,1,1,9.61587214452889,0,4.282348857811555,5,2
8,Friday,Tech,50000,15,5,153,0,0.33,5,0.52,0.57,0.071,4388,tiktok_synthetic,0,0,1,0,1,10.819798284210286,1,4.611919313684115,4,5
9,Thursday,Tech,5000,15,24,72,1,0.4,4,0.89,0.66,0.0909,880,tiktok_synthetic,0,0,1,0,1,8.517393171418904,0,3.796957268567562,3,5
12,Monday,Sports,150000,60,3,52,1,0.91,1,0.81,0.91,0.1104,28217,tiktok_synthetic,0,0,0,1,0,11.918397239722838,0,5.293358895889136,0,4
17,Saturday,Education,5000,30,5,167,0,0.53,0,0.44,0.82,0.0952,524,tiktok_synthetic,1,0,0,0,1,8.517393171418904,1,3.764957268567562,5,1
23,Saturday,Entertainment,50000,45,13,194,0,0.57,2,0.96,0.44,0.1062,12476,tiktok_synthetic,1,0,0,1,1,10.819798284210286,1,4.721919313684115,5,2
10,Tuesday,Sports,15000,7,20,295,1,0.18,1,0.78,0.79,0.1115,1244,tiktok_synthetic,0,0,1,1,0,9.61587214452889,0,4.196348857811556,1,4
15,Saturday,Entertainment,50000,30,9,332,1,0.5,3,0.96,0.64,0.1446,6643,tiktok_synthetic,1,0,0,1,1,10.819798284210286,1,4.747919313684115,5,2
17,Sunday,Entertainment,15000,30,11,33,1,0.92,5,0.44,0.82,0.1512,3072,tiktok_synthetic,1,0,0,1,1,9.61587214452889,1,4.282348857811556,6,2
13,Sunday,Entertainment,15000,15,6,214,1,0.56,3,0.91,0.53,0.1246,3588,tiktok_synthetic,1,0,0,1,1,9.61587214452889,1,4.246348857811556,6,2
20,Saturday,Business,5000,15,12,233,1,0.26,4,0.77,0.27,0.1469,1556,tiktok_synthetic,1,1,0,0,1,8.517393171418904,1,3.6669572685675615,5,0
6,Monday,Entertainment,50000,60,20,110,1,0.03,3,0.69,0.69,0.101,8193,tiktok_synthetic,0,0,0,1,0,10.819798284210286,0,4.609919313684115,0,2
8,Tuesday,Sports,1000000,90,18,213,0,0.34,4,0.87,0.65,0.0869,176328,tiktok_synthetic,0,0,1,1,0,13.815511557963774,0,5.89820462318551,1,4
23,Wednesday,Lifestyle,150000,7,14,17,1,0.57,0,0.74,0.96,0.1024,12735,tiktok_synthetic,0,0,0,0,0,11.918397239722838,1,5.221358895889135,2,3
23,Friday,Education,5000,15,21,181,0,0.04,5,0.77,0.33,0.0592,348,tiktok_synthetic,0,0,0,0,1,8.517393171418904,0,3.6349572685675615,4,1
7,Thursday,Business,15000,90,24,217,1,0.61,3,0.48,0.72,0.0826,2093,tiktok_synthetic,0,0,1,0,0,9.61587214452889,0,4.208348857811556,3,0
10,Wednesday,Tech,500000,7,5,105,1,0.52,4,0.87,0.58,0.1085,41785,tiktok_synthetic,0,0,1,0,0,13.122365377402328,1,5.642946150960932,2,5
6,Tuesday,Business,15000,30,10,171,1,0.78,3,0.76,0.5,0.1116,1912,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.254348857811555,1,0
15,Sunday,Education,50000,90,21,300,0,0.03,4,0.89,0.84,0.0721,3145,tiktok_synthetic,1,0,0,0,0,10.819798284210286,0,4.679919313684115,6,1
15,Sunday,Business,500000,90,11,105,1,0.78,5,0.55,0.85,0.1185,81916,tiktok_synthetic,1,0,0,0,0,13.122365377402328,1,5.684946150960932,6,0
10,Sunday,Tech,150000,30,21,315,1,0.52,5,0.53,0.77,0.1083,30960,tiktok_synthetic,1,0,1,0,1,11.918397239722838,0,5.131358895889135,6,5
23,Monday,Entertainment,15000,15,19,154,1,0.37,1,0.32,0.27,0.1181,3770,tiktok_synthetic,0,0,0,1,1,9.61587214452889,0,4.038348857811556,0,2
20,Sunday,Sports,15000,15,15,267,0,0.97,4,0.84,0.48,0.137,4569,tiktok_synthetic,1,1,0,1,1,9.61587214452889,1,4.304348857811556,6,4
13,Thursday,Tech,15000,60,4,309,1,0.16,2,0.53,0.24,0.1052,1049,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.032348857811556,3,5
22,Friday,Sports,50000,60,6,111,1,0.54,0,0.53,0.47,0.1028,10807,tiktok_synthetic,0,0,0,1,0,10.819798284210286,1,4.635919313684115,4,4
17,Saturday,Sports,15000,30,13,186,1,0.32,1,0.78,0.72,0.1467,3327,tiktok_synthetic,1,0,0,1,1,9.61587214452889,1,4.210348857811556,5,4
17,Saturday,Lifestyle,5000,45,4,337,1,0.53,0,0.48,0.61,0.1256,1247,tiktok_synthetic,1,0,0,0,1,8.517393171418904,0,3.7309572685675616,5,3
6,Wednesday,Business,15000,45,6,119,1,0.55,1,0.94,0.76,0.0943,2562,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.296348857811556,2,0
9,Friday,Entertainment,5000,45,6,207,0,0.09,3,0.68,0.64,0.1106,771,tiktok_synthetic,0,0,1,1,1,8.517393171418904,1,3.688957268567562,4,2
13,Tuesday,Tech,50000,60,22,138,0,0.66,4,0.98,0.64,0.0876,2735,tiktok_synthetic,0,0,0,0,0,10.819798284210286,0,4.783919313684114,1,5
6,Friday,Tech,50000,45,3,146,1,0.63,3,0.35,0.61,0.103,9836,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.645919313684115,4,5
20,Monday,Business,15000,30,13,36,1,0.77,0,0.54,0.49,0.1387,2145,tiktok_synthetic,0,1,0,0,1,9.61587214452889,1,4.206348857811555,0,0
23,Wednesday,Business,15000,15,4,146,0,0.09,5,0.57,0.56,0.0928,1375,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.090348857811556,2,0
6,Wednesday,Tech,500000,45,21,173,1,0.3,0,0.81,0.29,0.1232,52760,tiktok_synthetic,0,0,0,0,1,13.122365377402328,0,5.528946150960931,2,5
16,Monday,Lifestyle,5000,30,10,140,1,0.65,1,0.45,0.87,0.1222,1067,tiktok_synthetic,0,0,0,0,1,8.517393171418904,1,3.8009572685675614,0,3
7,Friday,Entertainment,150000,15,22,160,0,0.14,0,0.56,0.91,0.1019,13383,tiktok_synthetic,0,0,1,1,1,11.918397239722838,0,5.089358895889135,4,2
6,Sunday,Lifestyle,500000,60,6,255,1,0.68,4,0.94,0.81,0.1097,85883,tiktok_synthetic,1,0,0,0,0,13.122365377402328,1,5.734946150960932,6,3
17,Monday,Tech,15000,45,18,119,0,0.06,0,0.38,0.67,0.0958,1635,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.068348857811556,0,5
21,Sunday,Education,50000,90,17,82,0,0.33,3,0.82,0.66,0.0963,8034,tiktok_synthetic,1,1,0,0,0,10.819798284210286,0,4.689919313684114,6,1
15,Thursday,Education,500000,15,7,295,1,0.85,5,0.79,0.58,0.1006,36063,tiktok_synthetic,0,0,0,0,1,13.122365377402328,1,5.692946150960932,3,1
23,Monday,Entertainment,5000,30,7,284,1,0.77,4,0.39,0.39,0.1495,1464,tiktok_synthetic,0,0,0,1,1,8.517393171418904,1,3.7169572685675614,0,2
20,Sunday,Lifestyle,15000,15,17,76,0,0.64,0,0.78,0.51,0.1089,2974,tiktok_synthetic,1,1,0,0,1,9.61587214452889,0,4.232348857811556,6,3
22,Friday,Sports,15000,60,19,59,1,0.87,2,0.7,0.99,0.1233,1802,tiktok_synthetic,0,0,0,1,0,9.61587214452889,0,4.358348857811556,4,4
15,Sunday,Entertainment,15000,7,5,313,0,0.71,2,0.5,0.32,0.1079,3631,tiktok_synthetic,1,0,0,1,0,9.61587214452889,1,4.152348857811556,6,2
8,Monday,Entertainment,150000,45,20,12,0,0.52,5,0.52,0.63,0.1143,13291,tiktok_synthetic,0,0,1,1,1,11.918397239722838,0,5.101358895889136,0,2
21,Tuesday,Entertainment,500000,45,13,235,0,0.98,3,0.88,0.89,0.1255,113770,tiktok_synthetic,0,1,0,1,1,13.122365377402328,1,5.798946150960932,1,2
11,Saturday,Education,150000,30,8,75,0,0.69,1,0.46,0.56,0.1039,16346,tiktok_synthetic,1,0,0,0,1,11.918397239722838,1,5.109358895889135,5,1
8,Monday,Sports,5000,90,14,164,0,0.6,1,0.66,0.68,0.0737,336,tiktok_synthetic,0,0,1,1,0,8.517393171418904,1,3.794957268567562,0,4
14,Saturday,Sports,5000,60,24,120,1,0.41,5,0.78,0.86,0.1165,940,tiktok_synthetic,1,0,0,1,0,8.517393171418904,0,3.816957268567562,5,4
16,Monday,Business,50000,15,19,305,1,0.9,0,0.39,0.64,0.1313,6808,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.713919313684115,0,0
18,Friday,Sports,5000,7,16,265,0,0.3,4,0.95,0.79,0.1051,950,tiktok_synthetic,0,1,0,1,0,8.517393171418904,0,3.8149572685675617,4,4
23,Thursday,Entertainment,50000,15,8,283,0,0.01,5,0.48,0.48,0.0794,7883,tiktok_synthetic,0,0,0,1,1,10.819798284210286,1,4.521919313684115,3,2
9,Thursday,Sports,15000,15,12,164,0,0.2,1,0.52,0.79,0.0888,2398,tiktok_synthetic,0,0,1,1,1,9.61587214452889,1,4.148348857811556,3,4
13,Saturday,Entertainment,50000,60,18,148,1,0.11,2,0.77,0.23,0.1136,11706,tiktok_synthetic,1,0,0,1,0,10.819798284210286,0,4.549919313684115,5,2
18,Friday,Entertainment,50000,90,20,176,1,0.32,1,0.35,0.32,0.1336,10546,tiktok_synthetic,0,1,0,1,0,10.819798284210286,0,4.525919313684115,4,2
15,Sunday,Entertainment,15000,7,22,28,0,0.83,2,0.74,0.71,0.0937,1542,tiktok_synthetic,1,0,0,1,0,9.61587214452889,0,4.302348857811556,6,2
7,Friday,Lifestyle,5000,30,8,232,1,0.65,1,0.94,0.56,0.102,1030,tiktok_synthetic,0,0,1,0,1,8.517393171418904,1,3.836957268567562,4,3
13,Friday,Entertainment,15000,30,21,66,1,0.17,3,0.47,0.86,0.1126,3479,tiktok_synthetic,0,0,0,1,1,9.61587214452889,0,4.146348857811556,4,2
11,Tuesday,Sports,15000,7,5,303,0,0.79,5,0.55,0.47,0.1129,2920,tiktok_synthetic,0,0,0,1,0,9.61587214452889,1,4.208348857811557,1,4
21,Wednesday,Education,50000,30,14,142,1,0.5,4,0.46,0.81,0.1349,14339,tiktok_synthetic,0,1,0,0,1,10.819798284210286,1,4.681919313684114,2,1
23,Monday,Sports,150000,15,18,347,1,0.51,5,0.87,0.31,0.1254,38656,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,5.105358895889136,0,4
22,Friday,Business,150000,30,5,301,0,0.36,0,0.42,0.94,0.0698,8567,tiktok_synthetic,0,0,0,0,1,11.918397239722838,1,5.1113588958891345,4,0
11,Friday,Lifestyle,1000000,45,18,214,1,0.86,2,0.54,0.53,0.1045,112815,tiktok_synthetic,0,0,0,0,1,13.815511557963774,0,5.912204623185509,4,3
18,Friday,Sports,15000,45,6,128,1,0.32,1,0.72,0.38,0.1586,3182,tiktok_synthetic,0,1,0,1,1,9.61587214452889,1,4.130348857811556,4,4
19,Thursday,Tech,5000,15,22,262,1,0.09,0,0.58,0.83,0.1245,1336,tiktok_synthetic,0,1,0,0,1,8.517393171418904,0,3.7069572685675616,3,5
15,Friday,Entertainment,15000,60,15,94,0,0.3,2,0.35,0.96,0.0726,884,tiktok_synthetic,0,0,0,1,0,9.61587214452889,1,4.168348857811556,4,2
16,Monday,Entertainment,50000,45,6,194,1,0.72,5,0.96,0.93,0.1493,12030,tiktok_synthetic,0,0,0,1,1,10.819798284210286,1,4.849919313684115,0,2
18,Sunday,Tech,15000,60,6,234,1,0.66,2,0.54,0.39,0.1382,3816,tiktok_synthetic,1,1,0,0,0,9.61587214452889,1,4.164348857811556,6,5
17,Sunday,Lifestyle,150000,30,9,157,1,0.19,3,0.61,0.74,0.1116,36200,tiktok_synthetic,1,0,0,0,1,11.918397239722838,1,5.075358895889135,6,3
14,Friday,Education,15000,60,23,289,1,0.11,1,0.42,0.64,0.0923,2125,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.080348857811556,4,1
9,Monday,Business,500000,60,14,236,0,0.66,5,0.91,0.78,0.0687,38640,tiktok_synthetic,0,0,1,0,0,13.122365377402328,1,5.718946150960932,0,0
12,Tuesday,Sports,500000,30,4,295,1,0.68,0,0.5,0.59,0.1098,45975,tiktok_synthetic,0,0,0,1,1,13.122365377402328,0,5.602946150960932,1,4
7,Sunday,Lifestyle,5000,30,18,293,1,0.37,1,0.31,0.58,0.138,1318,tiktok_synthetic,1,0,1,0,1,8.517393171418904,0,3.6589572685675615,6,3
12,Wednesday,Lifestyle,15000,90,9,190,1,0.84,5,0.52,0.91,0.104,3512,tiktok_synthetic,0,0,0,0,0,9.61587214452889,1,4.3003488578115565,2,3
14,Thursday,Business,50000,45,21,118,1,0.98,1,0.99,0.9,0.1297,12142,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.901919313684115,3,0
10,Monday,Education,15000,90,13,144,1,0.21,4,0.4,0.83,0.1131,3563,tiktok_synthetic,0,0,1,0,0,9.61587214452889,1,4.134348857811556,0,1
20,Sunday,Business,15000,45,3,300,0,0.58,2,0.32,0.76,0.1269,1290,tiktok_synthetic,1,1,0,0,1,9.61587214452889,0,4.178348857811556,6,0
23,Sunday,Sports,50000,30,11,299,1,0.01,2,0.7,0.74,0.1379,11145,tiktok_synthetic,1,0,0,1,1,10.819798284210286,1,4.617919313684114,6,4
9,Saturday,Tech,5000,15,7,112,1,0.71,4,0.56,0.24,0.1469,817,tiktok_synthetic,1,0,1,0,1,8.517393171418904,1,3.708957268567562,5,5
12,Tuesday,Sports,50000,15,19,210,1,0.41,4,0.86,0.8,0.1239,12488,tiktok_synthetic,0,0,0,1,1,10.819798284210286,0,4.7419193136841145,1,4
13,Wednesday,Entertainment,50000,90,3,126,1,0.19,1,0.81,0.71,0.1016,5104,tiktok_synthetic,0,0,0,1,0,10.819798284210286,0,4.669919313684115,2,2
22,Wednesday,Business,5000,15,19,341,1,0.75,2,0.43,0.44,0.1319,729,tiktok_synthetic,0,0,0,0,1,8.517393171418904,0,3.7309572685675616,2,0
18,Wednesday,Entertainment,15000,7,14,319,1,0.81,0,0.7,0.86,0.124,3998,tiktok_synthetic,0,1,0,1,0,9.61587214452889,1,4.320348857811555,2,2
16,Monday,Business,15000,45,15,38,1,0.11,3,0.32,0.87,0.0908,2113,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.106348857811556,0,0
6,Tuesday,Entertainment,50000,45,13,36,0,0.04,5,0.61,0.95,0.0845,8269,tiktok_synthetic,0,0,0,1,1,10.819798284210286,1,4.647919313684115,1,2
7,Friday,Education,5000,15,15,22,0,0.33,4,0.8,0.53,0.0929,746,tiktok_synthetic,0,0,1,0,1,8.517393171418904,1,3.7389572685675616,4,1
22,Saturday,Sports,500000,15,15,51,1,0.63,0,0.59,0.64,0.1588,81405,tiktok_synthetic,1,0,0,1,1,13.122365377402328,1,5.620946150960933,5,4
10,Tuesday,Sports,15000,30,8,233,1,0.79,0,0.38,0.92,0.1289,2652,tiktok_synthetic,0,0,1,1,1,9.61587214452889,1,4.264348857811556,1,4
11,Tuesday,Entertainment,5000,7,24,30,1,0.55,1,0.34,0.45,0.1074,1164,tiktok_synthetic,0,0,0,1,0,8.517393171418904,0,3.6749572685675616,1,2
12,Sunday,Lifestyle,15000,45,8,145,0,0.58,4,0.9,0.84,0.0957,2402,tiktok_synthetic,1,0,0,0,1,9.61587214452889,1,4.310348857811556,6,3
20,Tuesday,Sports,15000,15,22,335,1,0.8,0,0.92,0.99,0.1573,4031,tiktok_synthetic,0,1,0,1,1,9.61587214452889,0,4.388348857811557,1,4
21,Monday,Tech,15000,60,23,230,0,0.53,3,0.54,0.72,0.0819,760,tiktok_synthetic,0,1,0,0,0,9.61587214452889,0,4.2043488578115555,0,5
18,Saturday,Entertainment,50000,60,12,154,1,0.61,0,0.41,0.99,0.1541,9959,tiktok_synthetic,1,1,0,1,0,10.819798284210286,1,4.729919313684115,5,2
10,Monday,Entertainment,15000,45,21,19,1,0.52,3,0.99,0.61,0.1289,3236,tiktok_synthetic,0,0,1,1,1,9.61587214452889,0,4.270348857811556,0,2
8,Saturday,Entertainment,5000,15,5,234,0,0.88,3,0.68,0.32,0.1309,500,tiktok_synthetic,1,0,1,1,1,8.517393171418904,1,3.782957268567562,5,2
8,Saturday,Sports,5000,30,9,150,0,0.24,3,0.63,0.34,0.114,898,tiktok_synthetic,1,0,1,1,1,8.517393171418904,1,3.6489572685675618,5,4
19,Sunday,Education,50000,30,7,115,0,0.26,4,0.82,0.79,0.0991,5928,tiktok_synthetic,1,1,0,0,1,10.819798284210286,1,4.701919313684114,6,1
21,Monday,Education,50000,15,10,277,0,0.13,3,0.42,0.2,0.1052,7927,tiktok_synthetic,0,1,0,0,1,10.819798284210286,1,4.477919313684114,0,1
22,Saturday,Entertainment,15000,60,7,203,1,0.82,4,0.71,0.73,0.1173,1352,tiktok_synthetic,1,0,0,1,0,9.61587214452889,1,4.298348857811556,5,2
9,Tuesday,Lifestyle,150000,30,14,137,0,0.41,0,0.92,0.32,0.0788,19757,tiktok_synthetic,0,0,1,0,1,11.918397239722838,1,5.097358895889135,1,3
18,Monday,Tech,15000,60,6,222,1,0.35,3,0.32,0.99,0.1137,3668,tiktok_synthetic,0,1,0,0,0,9.61587214452889,1,4.178348857811556,0,5
13,Saturday,Sports,150000,15,21,160,1,0.98,2,0.77,0.33,0.1343,18469,tiktok_synthetic,1,0,0,1,1,11.918397239722838,0,5.183358895889135,5,4
10,Wednesday,Sports,15000,15,20,189,1,0.93,0,0.69,0.64,0.114,2316,tiktok_synthetic,0,0,1,1,1,9.61587214452889,0,4.298348857811556,2,4
7,Monday,Lifestyle,5000,90,5,326,0,0.97,5,0.97,0.74,0.0672,258,tiktok_synthetic,0,0,1,0,0,8.517393171418904,1,3.942957268567562,0,3
20,Sunday,Entertainment,500000,30,9,35,1,0.14,2,0.48,0.86,0.1507,104240,tiktok_synthetic,1,1,0,1,1,13.122365377402328,1,5.544946150960931,6,2
7,Thursday,Entertainment,15000,30,10,24,1,0.89,2,0.9,0.57,0.1224,2323,tiktok_synthetic,0,0,1,1,1,9.61587214452889,1,4.318348857811555,3,2
16,Monday,Entertainment,150000,30,17,31,1,0.33,1,0.52,0.95,0.1044,28915,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,5.127358895889135,0,2
18,Monday,Lifestyle,15000,15,23,74,1,0.01,4,0.6,0.58,0.1105,1691,tiktok_synthetic,0,1,0,0,1,9.61587214452889,0,4.084348857811555,0,3
15,Monday,Entertainment,50000,45,19,260,0,0.39,1,0.45,0.4,0.099,5272,tiktok_synthetic,0,0,0,1,1,10.819798284210286,0,4.575919313684115,0,2
8,Saturday,Entertainment,150000,7,21,30,0,0.51,4,0.9,0.67,0.1149,21822,tiktok_synthetic,1,0,1,1,0,11.918397239722838,0,5.1833588958891355,5,2
10,Monday,Sports,5000,30,6,242,1,0.11,1,0.44,0.73,0.1137,905,tiktok_synthetic,0,0,1,1,1,8.517393171418904,1,3.6629572685675615,0,4
8,Thursday,Entertainment,150000,30,18,25,1,0.54,0,0.9,0.61,0.1303,20765,tiktok_synthetic,0,0,1,1,1,11.918397239722838,0,5.177358895889134,3,2
11,Friday,Entertainment,50000,60,15,281,1,0.82,2,0.62,0.79,0.1253,11379,tiktok_synthetic,0,0,0,1,0,10.819798284210286,1,4.7739193136841145,4,2
18,Monday,Business,50000,30,14,214,1,0.38,0,0.88,0.54,0.1435,8528,tiktok_synthetic,0,1,0,0,1,10.819798284210286,1,4.687919313684114,0,0
15,Wednesday,Entertainment,15000,15,6,307,1,0.35,4,0.49,0.2,0.1092,1172,tiktok_synthetic,0,0,0,1,1,9.61587214452889,1,4.054348857811556,2,2
13,Thursday,Tech,150000,30,14,169,0,0.34,2,0.39,0.41,0.0809,16971,tiktok_synthetic,0,0,0,0,1,11.918397239722838,1,4.995358895889135,3,5
23,Friday,Sports,5000,7,19,50,0,0.92,2,0.69,0.96,0.1037,756,tiktok_synthetic,0,0,0,1,0,8.517393171418904,0,3.920957268567562,4,4
8,Saturday,Tech,15000,15,11,117,1,0.05,4,0.66,0.81,0.1168,2648,tiktok_synthetic,1,0,1,0,1,9.61587214452889,1,4.150348857811556,5,5
22,Monday,Lifestyle,150000,7,14,134,0,0.45,0,0.55,0.35,0.072,7370,tiktok_synthetic,0,0,0,0,0,11.918397239722838,1,5.0373588958891355,0,3
13,Friday,Entertainment,150000,30,17,161,1,0.26,2,0.76,0.25,0.1391,33059,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,5.021358895889135,4,2
15,Wednesday,Education,5000,7,22,22,1,0.89,5,0.37,0.48,0.1255,523,tiktok_synthetic,0,0,0,0,0,8.517393171418904,0,3.7549572685675616,2,1
7,Thursday,Lifestyle,15000,30,4,212,1,0.1,0,0.74,0.87,0.1065,1818,tiktok_synthetic,0,0,1,0,1,9.61587214452889,0,4.188348857811556,3,3
17,Thursday,Education,15000,90,11,88,1,0.41,0,0.45,0.28,0.0958,1762,tiktok_synthetic,0,0,0,0,0,9.61587214452889,1,4.074348857811556,3,1
11,Saturday,Sports,15000,45,16,51,1,0.41,0,0.39,0.63,0.1484,1907,tiktok_synthetic,1,0,0,1,1,9.61587214452889,0,4.132348857811556,5,4
7,Saturday,Business,15000,7,6,178,1,0.89,2,0.94,0.42,0.1233,1918,tiktok_synthetic,1,0,1,0,0,9.61587214452889,1,4.296348857811555,5,0
8,Saturday,Tech,50000,15,6,258,1,0.22,3,0.62,0.78,0.1392,8377,tiktok_synthetic,1,0,1,0,1,10.819798284210286,1,4.651919313684114,5,5
22,Friday,Business,5000,45,8,130,1,0.64,1,0.83,0.2,0.1202,912,tiktok_synthetic,0,0,0,0,1,8.517393171418904,1,3.740957268567562,4,0
12,Monday,Lifestyle,150000,60,7,281,1,0.13,4,0.36,0.42,0.0753,12949,tiktok_synthetic,0,0,0,0,0,11.918397239722838,1,4.949358895889135,0,3
10,Tuesday,Lifestyle,150000,7,19,309,1,0.95,0,0.34,0.74,0.1051,28182,tiktok_synthetic,0,0,1,0,0,11.918397239722838,0,5.173358895889135,1,3
6,Thursday,Tech,15000,60,15,218,0,0.59,2,0.65,0.64,0.086,1876,tiktok_synthetic,0,0,0,0,0,9.61587214452889,1,4.222348857811556,3,5
13,Tuesday,Education,15000,30,22,167,0,0.63,4,0.52,0.82,0.1013,4057,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.240348857811555,1,1
17,Sunday,Business,15000,30,19,130,0,0.43,3,0.3,0.33,0.1111,1510,tiktok_synthetic,1,0,0,0,1,9.61587214452889,0,4.058348857811556,6,0
19,Thursday,Sports,15000,90,21,236,1,0.34,5,0.43,0.62,0.1509,2991,tiktok_synthetic,0,1,0,1,0,9.61587214452889,0,4.1243488578115555,3,4
21,Saturday,Education,50000,45,3,33,1,0.21,3,0.45,0.36,0.1388,8221,tiktok_synthetic,1,1,0,0,1,10.819798284210286,0,4.5319193136841145,5,1
15,Monday,Entertainment,15000,60,23,239,1,0.6,2,0.5,0.71,0.1026,2685,tiktok_synthetic,0,0,0,1,0,9.61587214452889,0,4.208348857811556,0,2
20,Monday,Lifestyle,50000,30,19,35,1,0.95,0,0.91,0.31,0.1451,15062,tiktok_synthetic,0,1,0,0,1,10.819798284210286,0,4.761919313684116,0,3
20,Thursday,Entertainment,15000,30,24,67,1,0.36,3,0.59,0.32,0.125,2285,tiktok_synthetic,0,1,0,1,1,9.61587214452889,0,4.100348857811556,3,2
15,Friday,Sports,15000,30,5,274,0,0.88,3,0.78,0.46,0.1265,2554,tiktok_synthetic,0,0,0,1,1,9.61587214452889,1,4.270348857811555,4,4
12,Sunday,Business,5000,15,16,135,0,0.15,3,0.31,0.52,0.1033,1240,tiktok_synthetic,1,0,0,0,1,8.517393171418904,0,3.6029572685675615,6,0
8,Saturday,Entertainment,5000,30,14,284,1,0.94,5,0.87,0.6,0.1681,1262,tiktok_synthetic,1,0,1,1,1,8.517393171418904,1,3.888957268567562,5,2
7,Monday,Tech,5000,15,17,37,1,0.35,2,0.47,0.66,0.1021,933,tiktok_synthetic,0,0,1,0,1,8.517393171418904,0,3.7029572685675616,0,5
11,Sunday,Lifestyle,15000,15,8,310,0,0.38,4,0.52,0.58,0.0782,2101,tiktok_synthetic,1,0,0,0,1,9.61587214452889,1,4.142348857811555,6,3
14,Sunday,Entertainment,150000,30,22,137,1,0.46,1,0.33,0.24,0.1401,35283,tiktok_synthetic,1,0,0,1,1,11.918397239722838,0,4.973358895889135,6,2
15,Monday,Sports,150000,45,24,103,1,0.72,2,0.59,0.47,0.1142,26957,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,5.123358895889136,0,4
9,Wednesday,Lifestyle,15000,60,4,200,1,0.72,0,0.9,0.25,0.1116,3680,tiktok_synthetic,0,0,1,0,0,9.61587214452889,0,4.2203488578115556,2,3
8,Sunday,Entertainment,5000,30,6,281,0,0.48,2,0.57,0.29,0.1145,1031,tiktok_synthetic,1,0,1,1,1,8.517393171418904,1,3.6749572685675616,6,2
14,Monday,Education,5000,30,15,14,1,0.52,2,0.94,0.27,0.1205,479,tiktok_synthetic,0,0,0,0,1,8.517393171418904,1,3.752957268567562,0,1
22,Wednesday,Business,15000,15,15,166,0,0.03,5,0.91,0.33,0.0672,1785,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.1003488578115554,2,0
19,Monday,Entertainment,15000,60,24,61,1,0.3,1,0.34,0.85,0.1442,2061,tiktok_synthetic,0,1,0,1,0,9.61587214452889,0,4.144348857811556,0,2
15,Monday,Entertainment,15000,30,19,252,1,0.35,1,0.51,0.7,0.128,1850,tiktok_synthetic,0,0,0,1,1,9.61587214452889,0,4.158348857811555,0,2
18,Sunday,Lifestyle,5000,45,8,160,1,0.56,1,0.94,0.61,0.1657,1892,tiktok_synthetic,1,1,0,0,1,8.517393171418904,1,3.828957268567562,6,3
17,Friday,Tech,5000,45,13,271,1,0.56,4,0.32,0.79,0.0983,952,tiktok_synthetic,0,0,0,0,1,8.517393171418904,1,3.740957268567562,4,5
6,Friday,Sports,5000,15,21,314,0,0.71,2,0.84,0.97,0.0862,813,tiktok_synthetic,0,0,0,1,1,8.517393171418904,0,3.9109572685675618,4,4
11,Saturday,Entertainment,5000,30,18,89,0,0.72,5,0.93,0.53,0.1334,752,tiktok_synthetic,1,0,0,1,1,8.517393171418904,0,3.8429572685675617,5,2
18,Monday,Lifestyle,50000,90,10,192,1,0.24,0,0.84,0.49,0.1083,6218,tiktok_synthetic,0,1,0,0,0,10.819798284210286,1,4.641919313684115,0,3
18,Saturday,Business,5000,7,3,116,1,0.77,1,0.82,0.98,0.1376,1615,tiktok_synthetic,1,1,0,0,0,8.517393171418904,0,3.920957268567562,5,0
9,Saturday,Sports,15000,45,12,163,0,0.02,1,0.89,0.82,0.1224,4063,tiktok_synthetic,1,0,1,1,1,9.61587214452889,1,4.192348857811556,5,4
7,Saturday,Sports,50000,90,4,302,1,0.72,2,0.77,0.82,0.132,17284,tiktok_synthetic,1,0,1,1,0,10.819798284210286,0,4.7899193136841145,5,4
20,Saturday,Business,500000,15,21,214,0,0.1,0,0.6,0.68,0.1039,67397,tiktok_synthetic,1,1,0,0,1,13.122365377402328,0,5.524946150960932,5,0
